ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
69,0.42299357,0.011245036,0.036005646,0.42063197,0.1091238
70,0.0028033487,0.0012014977,0.016594205,0.0016426694,0.9777583
71,0.017596137,0.010775834,0.033734843,0.19050136,0.7473918
72,0.9505864,0.00023620918,0.000989445,0.028182393,0.02000557
73,0.0003100073,0.030257734,0.1114023,0.00044912042,0.85758084
74,0.26243958,0.006091826,0.087221965,0.24825144,0.3959952
75,0.12204833,0.022833787,0.10422886,0.013525523,0.7373635
76,0.57397616,0.016628068,0.053346585,0.010495405,0.34555376
77,0.86648476,0.0004071647,0.0015495087,0.003221173,0.12833743
78,0.16468897,0.009816752,0.15432988,0.017770994,0.65339345
79,0.4198584,0.00049421727,0.068496704,0.21760553,0.29354513
80,0.97869736,0.00068635924,0.002287416,0.0010342373,0.017294634
81,0.00035442918,0.006339458,0.011651682,0.0015939195,0.98006046
82,0.00018298616,0.004056345,0.011217511,0.0013452491,0.98319787
83,0.72271615,0.0017801404,0.012872483,0.20338623,0.059245024
84,0.0028632677,0.053328782,0.10323359,0.004119177,0.83645517
85,0.40219042,0.00057674485,0.05352098,0.46619737,0.07751449
86,0.30107597,0.015805762,0.047331702,0.0033128022,0.63247377
87,0.038948,0.0054040854,0.40396565,0.24489143,0.30679077
88,0.5125124,0.00033615227,0.023820875,0.24417168,0.21915887
89,0.0132466275,0.0010859483,0.111987345,0.025598379,0.84808177
90,0.79298663,0.0023903374,0.0020524838,0.004333335,0.19823727
91,0.002095047,0.0041842577,0.15829961,0.004290075,0.83113104
92,0.0012055014,0.0021374614,0.17896372,0.0056709084,0.8120224
93,0.7910167,0.000782319,0.0020975673,0.0048647868,0.20123865
94,0.5002117,0.00041624697,0.040919557,0.29233393,0.16611859
95,0.0928479,0.0076846937,0.04200685,0.0118180495,0.8456425
96,0.8608294,0.000531119,0.0060795266,0.08700644,0.045553453
97,0.5419415,0.00076476886,0.014200066,0.31015942,0.13293427
98,0.2317022,0.026653325,0.152346,0.011117007,0.5781815
99,0.19613664,0.009522952,0.03071137,0.0068912758,0.7567377
100,0.31431043,0.0014498718,0.032980684,0.414955,0.23630401
101,0.68076164,0.0007389629,0.0028611142,0.0057632737,0.309875
102,0.91723484,0.00017189264,0.0047971676,0.04186221,0.035933908
103,0.2895697,0.0004245971,0.031407412,0.39958882,0.27900952
104,0.38326117,0.00073154934,0.116296634,0.12899189,0.37071875
105,0.30984145,0.0020589351,0.030006753,0.14572969,0.51236314
106,0.6253808,0.00039839136,0.015542253,0.14752695,0.21115158
107,0.4712781,0.00080781296,0.043752454,0.38542318,0.09873837
108,0.03562989,0.0052803685,0.06251209,0.5065042,0.39007342
109,0.98285484,0.00031637534,0.0017735974,0.0009053157,0.014149843
110,0.29208103,0.0014508925,0.052147157,0.29895714,0.35536382
111,0.48154598,0.0005000378,0.0155088,0.40756103,0.09488416
112,0.65438634,0.0006076266,0.025752116,0.19478746,0.12446643
113,0.3012561,0.00037093557,0.011791433,0.4559041,0.23067741
114,0.19470258,0.00018504699,0.015051974,0.50534934,0.28471106
115,0.0017518922,0.0010854218,0.017310519,0.0014723071,0.97837985
116,0.7000366,0.0005381618,0.0016577396,0.156838,0.14092946
117,0.82364124,0.0004159058,0.0041805836,0.11369988,0.058062386
118,0.011243278,0.0023223893,0.40888187,0.24778679,0.32976565
119,0.027894713,0.0016097507,0.07130143,0.8481537,0.05104046
120,0.48818967,0.0061554606,0.037297867,0.30268615,0.1656709
121,0.7913567,0.0006393529,0.0021526283,0.0027752619,0.20307603
122,0.913267,0.0006602435,0.0024352681,0.00605242,0.07758499
123,0.97553265,0.00052264746,0.0010478485,0.0053255516,0.017571297
124,0.00014151268,0.007845522,0.027993191,0.00028477752,0.96373504
125,0.061081015,0.024391418,0.12685332,0.16254582,0.62512845
126,0.972991,0.00012289885,0.00047258506,0.006166379,0.02024708
127,0.13320847,0.0026724904,0.115196,0.027224932,0.7216981
128,0.8544296,0.0037510397,0.007605932,0.03997873,0.094234675
129,0.98442507,0.0004685035,0.0011840524,0.005251093,0.008671222
130,0.9605486,0.0008272872,0.0016712545,0.024107987,0.012844883
131,0.47373214,0.00076762383,0.01856902,0.41804734,0.08888391
132,0.9866731,0.00067713554,0.0009173962,0.004938089,0.0067942967
133,0.7117253,0.0016678285,0.0028518643,0.005788129,0.2779669
134,0.24438442,0.001092626,0.019829161,0.4879872,0.24670662
135,0.74838114,0.0011568475,0.036359686,0.07048401,0.14361832
136,0.4352557,0.00052385975,0.01887117,0.47850084,0.06684839
137,0.4211685,0.0019814866,0.07804945,0.18558753,0.313213
138,0.0004092419,0.0011686602,0.1582969,0.0012784518,0.8388467
139,0.41944867,0.0018360504,0.02937271,0.43708894,0.112253614
140,0.08124859,0.0011028474,0.005498738,0.028030984,0.88411885
141,0.5316699,0.0017719609,0.004494446,0.18332535,0.2787383
142,0.10766747,0.014293409,0.092434734,0.0010280821,0.78457636
143,0.2592282,0.00037105478,0.061455403,0.3682543,0.31069106
144,0.20140189,0.00030674168,0.07161826,0.55964756,0.16702555
145,0.39604828,0.0006243448,0.023994353,0.38281393,0.19651914
146,0.24100879,0.0007386002,0.029807135,0.496296,0.23214951
147,0.15852647,0.0016495413,0.10164616,0.04446282,0.69371504
148,0.2874336,0.00094986917,0.052155267,0.53188986,0.12757142
149,0.00234533,0.0019187104,0.029548058,0.0024368765,0.96375096
150,0.01151356,0.008858619,0.07355167,0.0006298105,0.90544635
151,0.2351852,0.0012947299,0.08543754,0.12740989,0.5506726
152,0.025315681,0.01515426,0.24197598,0.10510045,0.61245364
153,0.46076322,0.00035561464,0.007661928,0.094321154,0.4368981
154,0.012650684,0.008312752,0.27032244,0.21648864,0.49222547
155,0.7079276,0.0011370815,0.0023707752,0.058679953,0.22988456
156,0.8243404,0.0005713505,0.001563942,0.08235604,0.09116831
157,0.26110628,0.00042428533,0.03446346,0.48936558,0.21464038
158,0.10341536,0.04466106,0.0662704,0.008401498,0.7772517
159,0.20489433,0.0006991151,0.06256979,0.18489665,0.5469401
160,0.500606,0.00134666,0.021631798,0.3039782,0.17243733
161,0.5051993,0.0015792191,0.01945119,0.2458692,0.22790104
162,0.4982527,0.00067418435,0.043688346,0.15394926,0.30343556
163,0.00024702493,0.041596953,0.021443222,0.006904995,0.92980784
164,0.9891964,0.0002921033,0.00047774182,0.0038376031,0.0061961445
165,0.24570765,0.0006825482,0.018285368,0.44224235,0.29308203
166,0.8795457,0.0012419946,0.0030570405,0.0056055738,0.11054967
167,0.69419825,0.00059363677,0.016043793,0.20449036,0.08467394
168,0.6151997,0.0010470678,0.020705637,0.20191854,0.16112901
169,0.4999866,0.00028310838,0.015630879,0.4678871,0.016212324
170,0.73175985,0.0010728787,0.0022223918,0.028904995,0.2360399
171,0.0029663348,0.003502895,0.14428128,0.0066318605,0.84261763
172,0.38480535,0.0027505858,0.01507388,0.3362428,0.26112738
173,0.42223758,0.00087298657,0.05568195,0.4039762,0.1172313
174,0.22761852,0.004060344,0.075211704,0.4246108,0.2684986
175,0.41719934,0.0053192074,0.026457256,0.45407888,0.09694535
176,0.56521064,0.0366696,0.034307335,0.009274568,0.35453787
177,0.17007019,0.005671379,0.14268298,0.4687736,0.21280186
178,0.72111386,0.001050784,0.0069923378,0.06305561,0.20778742
179,0.59325945,0.0012341692,0.01459034,0.32382673,0.067089304
180,0.02645561,0.0010917581,0.06280116,0.16672865,0.74292284
181,0.00056514237,0.00567665,0.009172481,0.00080465956,0.9837811
182,0.62479854,0.01958972,0.054088794,0.013054154,0.2884688
183,0.41031152,0.0010751889,0.03723872,0.23578551,0.3155891
184,0.060740188,0.0020471828,0.11517283,0.15223667,0.6698031
185,0.53924894,0.000670909,0.006918027,0.37865654,0.07450562
186,0.22655952,0.00035022717,0.030277872,0.5612149,0.18159749
187,0.30058727,0.04643175,0.12247556,0.018635888,0.51186955
188,0.31106758,0.002694738,0.029664928,0.30244675,0.35412595
189,0.62633264,0.0004596589,0.0035960635,0.059262186,0.3103495
190,0.9605707,0.0005517016,0.0013847117,0.017745037,0.019747928
191,0.4711544,0.004136522,0.046559643,0.42356595,0.054583505
192,0.5043978,0.0010304163,0.03402001,0.27983123,0.18072054
193,0.041180957,0.0024180734,0.06688867,0.08057152,0.8089408
194,0.4274748,0.00059667166,0.031429064,0.23385122,0.30664828
195,0.8317119,0.00017342364,0.0011468924,0.013803017,0.15316482
196,0.5914883,0.00078112906,0.00395576,0.036566235,0.36720857
197,0.64975214,0.00066408864,0.016863761,0.27336407,0.05935594
198,0.7313351,0.0017746537,0.013853342,0.19718936,0.055847548
199,0.29797867,0.0006032814,0.05452349,0.42346206,0.22343245
200,0.6592298,0.0007795164,0.011310249,0.16539958,0.16328081
201,0.00049445685,0.015058489,0.040653918,0.0065592593,0.9372339
202,0.14603437,0.000584514,0.04718663,0.16980274,0.6363917
203,0.6877123,0.00039086095,0.00891582,0.2667444,0.03623658
204,0.68434113,0.00017177543,0.0067973402,0.23386222,0.07482753
205,0.054760307,0.005063306,0.09399561,0.7406369,0.105543874
206,0.41329688,0.0025501389,0.036940638,0.09394525,0.45326707
207,0.3672523,0.00048687716,0.027219495,0.31221616,0.29282516
208,0.11318146,0.00092756574,0.42911544,0.38310188,0.073673666
209,0.3636069,0.0011646443,0.040372167,0.24914812,0.34570816
210,0.5233523,0.0028450342,0.023214927,0.37664133,0.07394638
211,0.0069859885,0.0039170133,0.03305937,0.0012808641,0.95475674
212,0.3248538,0.0002818601,0.050871763,0.4162257,0.20776686
213,0.6385125,0.0010519659,0.02350926,0.25930998,0.077616274
214,0.6717595,0.000877836,0.019935038,0.22474456,0.082683064
215,0.0008313423,0.0059841406,0.023127267,0.0013620802,0.9686952
216,0.41441223,0.00071581465,0.020349126,0.49892086,0.06560197
217,0.894915,0.0026452097,0.0025273499,0.014812387,0.08510012
218,0.25872877,0.0013207529,0.020109456,0.07041934,0.6494217
219,0.46232966,0.0014248653,0.049932826,0.14618748,0.3401252
220,0.19237329,0.000626477,0.0657548,0.5107209,0.23052451
221,0.031165758,0.0067542563,0.1319802,0.37045518,0.45964456
222,0.104412206,0.13419923,0.1367028,0.0014013544,0.6232844
223,0.097845905,0.025940005,0.14720468,0.0014627231,0.7275467
224,0.60156,0.0003355165,0.002699932,0.32258245,0.07282207
225,0.044856478,0.0019802428,0.20776263,0.73304117,0.012359504
226,0.4810491,0.0018545236,0.06867062,0.2090291,0.2393967
227,0.26046085,0.008217761,0.20679854,0.0025956135,0.52192724
228,0.0002417225,0.002249573,0.004361768,0.012778996,0.9803679
229,0.55177325,0.0006602299,0.020812517,0.22957338,0.1971806
230,0.012588654,0.0153103275,0.029375024,0.00093890796,0.9417871
231,0.98691875,0.00021285041,0.00063740014,0.0075969356,0.004634015
232,0.9504428,0.0001331952,0.0009100234,0.0026902307,0.045823716
233,0.000981727,0.005349622,0.0140142,0.00082030473,0.9788342
234,0.0139084775,0.0043797586,0.26555583,0.3830436,0.33311233
235,0.3052687,0.0015067873,0.05964565,0.57848215,0.055096727
236,0.827298,0.0020030483,0.0035186324,0.00554388,0.16163646
237,0.5634874,0.0005518657,0.049418237,0.22970177,0.1568407
238,0.07408829,0.0019475069,0.04429124,0.051652424,0.8280205
239,0.7820825,0.0002239568,0.0033527336,0.16919136,0.04514947
240,0.8665425,0.00078554143,0.0036704736,0.014406959,0.114594564
241,0.9042476,0.00025565072,0.0015422624,0.07014937,0.023805102
242,0.16399294,0.0004628915,0.009706302,0.6701115,0.15572643
243,0.974341,0.00036227886,0.0006009625,0.0071735154,0.017522255
244,0.4069418,0.01845144,0.053380165,0.2085701,0.31265655
245,0.29274586,0.0020785055,0.032688085,0.30077925,0.37170836
246,0.313755,0.0013926896,0.04824613,0.40216193,0.23444428
247,0.3276986,0.0011767588,0.023523675,0.119837925,0.52776307
248,0.39296138,0.0018823798,0.019513758,0.14868903,0.43695346
249,0.15422618,0.00038570224,0.059574414,0.546996,0.23881774
250,0.9315949,0.00041800385,0.0039501735,0.0023749054,0.06166199
251,0.0013887379,0.007825583,0.03334918,0.50295293,0.45448354
252,0.29389176,0.00020001135,0.013878146,0.4448537,0.24717644
253,0.06904889,0.022093443,0.19163872,0.024646005,0.6925729
254,0.21730766,0.0011620016,0.028012132,0.6314727,0.122045495
255,0.07444685,0.013257427,0.04307594,0.00321316,0.8660067
256,0.4452505,0.0008453323,0.022028517,0.3176627,0.21421295
257,0.22899804,0.0009140609,0.085679054,0.41450727,0.26990157
258,0.5159822,0.0008672121,0.016188929,0.060506877,0.40645477
259,0.07686822,0.0014764412,0.027579425,0.7420202,0.15205576
260,0.94240004,0.0002348589,0.0006627631,0.016867667,0.039834734
261,0.67975706,0.0016870074,0.0017623914,0.063820295,0.25297326
262,0.76008636,0.00040356544,0.007211137,0.1470195,0.08527947
263,0.80724853,0.000693581,0.01215823,0.112351686,0.06754796
264,0.34552032,0.001864311,0.04831562,0.32016447,0.28413525
265,0.4808646,0.00065243733,0.0181459,0.3162102,0.18412685
266,0.13016495,0.005301205,0.12341752,0.023719706,0.7173967
267,0.03418377,0.0062518534,0.04919896,0.056923084,0.8534423
268,0.013663728,0.0042247865,0.23060933,0.02393265,0.7275695
269,0.0014476064,0.023849271,0.016186817,0.0023467096,0.9561696
270,0.8966215,0.0004561127,0.002804292,0.0430018,0.057116326
271,0.12253921,0.008027635,0.20287402,0.0271092,0.63944995
272,0.13914359,0.019798074,0.47626415,0.057336938,0.30745724
273,0.08113091,0.00680523,0.04674463,0.5229199,0.34239933
274,0.2136342,0.0017568541,0.080989175,0.5748742,0.12874551
275,0.52669746,0.002206016,0.07420791,0.20719443,0.18969418
276,0.0010498205,0.006160594,0.07498782,0.0040499032,0.9137519
277,0.00020882644,0.0033646328,0.012439868,0.0026430346,0.9813436
278,0.18279,0.0030698564,0.03660176,0.118786484,0.6587519
279,0.5669589,0.0030926368,0.01209988,0.10195452,0.3158941
280,0.022625403,0.014931827,0.18893997,0.042367,0.7311358
281,0.485113,0.0008809794,0.027734075,0.20162436,0.28464752
282,0.24949221,0.0007476473,0.02232449,0.49765453,0.22978109
283,0.02499179,0.0072911377,0.020841323,0.060394384,0.88648134
284,0.89727944,0.0014869967,0.0026153552,0.010399593,0.08821859
285,0.18240805,0.00085993303,0.077704586,0.5116847,0.2273427
286,0.39668784,0.0021729446,0.08301397,0.25269973,0.2654255
287,0.0075082653,0.021312356,0.06463287,0.0029317306,0.90361476
288,0.0006407808,0.0061995946,0.020962179,0.0007807398,0.9714167
289,0.5505655,0.002048945,0.019251391,0.23224807,0.19588615
290,0.42629057,0.0017831982,0.04579653,0.3372404,0.18888925
291,0.8918665,0.0006150478,0.004485249,0.06426842,0.038764767
292,0.9787699,0.000683082,0.0007655629,0.004930071,0.014851387
293,0.7760075,0.00041123197,0.0018007946,0.00421922,0.21756127
294,0.008819635,0.0018101382,0.3112083,0.05410477,0.6240572
295,0.29484656,0.00029736615,0.04060186,0.60004896,0.0642053
296,0.06175234,0.014808322,0.03037287,0.05577877,0.8372877
297,0.33162266,0.0045342697,0.06580844,0.33804125,0.25999337
298,0.023959484,0.0029492963,0.10341647,0.21751367,0.6521611
299,0.6264377,0.0029659022,0.0195661,0.20789175,0.14313856
300,0.20187141,0.005094645,0.060001202,0.22100641,0.51202637
301,0.5179628,0.001629351,0.033432648,0.40145123,0.045523945
302,0.7895808,0.0008509113,0.0023948115,0.006401923,0.2007715
303,0.9752033,0.00025756576,0.00081069506,0.008129152,0.0155993225
304,0.41759726,0.0023257444,0.07129406,0.18660258,0.32218036
305,0.024516078,0.0027607067,0.2607764,0.2978116,0.41413528
306,0.1860729,0.0013111787,0.26324075,0.52295965,0.026415521
307,0.9283023,0.0010783781,0.0039105797,0.036696844,0.030011907
308,0.22100717,0.0022866658,0.037203833,0.11233534,0.627167
309,0.9513893,0.000324351,0.00040987262,0.030502312,0.017374128
310,0.0010092806,0.03139257,0.021303946,0.0031350448,0.9431592
311,0.21200764,0.0031610392,0.07978341,0.2871316,0.4179163
312,0.8548556,0.00032709012,0.0028260236,0.0064183204,0.13557297
313,0.06628432,0.012078947,0.12313824,0.012230798,0.7862677
314,0.28371155,0.0002882624,0.04917421,0.4310352,0.23579079
315,0.00050525874,0.0019799042,0.10744849,0.0036760967,0.88639027
316,0.56694126,0.00039198596,0.014008548,0.34570763,0.0729506
317,0.42192784,0.0009033744,0.05132966,0.47966078,0.046178386
318,0.7790705,0.00024030311,0.007882494,0.12722042,0.08558629
319,0.18288623,0.00564159,0.16040109,0.028680723,0.6223904
320,0.38772714,0.0005897824,0.0067142854,0.52616787,0.078800894
321,0.24205372,0.0010046564,0.055240992,0.19777957,0.50392103
322,0.008427568,0.0051687453,0.23968627,0.010360838,0.73635656
323,0.0015238356,0.0036295839,0.28181738,0.0013493124,0.7116798
324,0.7401306,0.0010940993,0.011263248,0.0020101094,0.24550188
325,0.8628926,0.0007830347,0.0014020862,0.016135352,0.118786916
326,0.93878615,0.00061305164,0.0016432403,0.012531319,0.04642627
327,0.86513716,0.00041515494,0.0026162178,0.0169424,0.11488903
328,0.30359787,0.0008500869,0.083149984,0.3289693,0.28343278
329,0.7361685,0.00030573047,0.016424365,0.19854462,0.048556738
330,0.050280888,0.006521961,0.13320671,0.22124429,0.5887462
331,0.14429183,0.0015835045,0.26027733,0.40146962,0.19237778
332,0.0032370498,0.0009951341,0.029558346,0.0008779402,0.9653315
333,0.9832879,0.0006312977,0.00089950394,0.006547998,0.00863334
334,0.7915737,0.0004208091,0.0018231594,0.051503893,0.15467843
335,0.028415753,0.010176383,0.04778792,0.04618014,0.8674398
336,0.82678014,0.0022814167,0.0026164332,0.012978095,0.15534396
337,0.007532012,0.00060161843,0.5973606,0.07442058,0.32008514
338,0.3085261,0.0010008868,0.032244213,0.20752613,0.45070267
339,0.07355918,0.0033553648,0.113457285,0.37480935,0.4348188
340,0.45866692,0.004491424,0.013644121,0.4008476,0.122349955
341,0.24721704,0.00041989394,0.011777841,0.15857513,0.58201015
342,0.67184675,0.0040616584,0.006968786,0.048062585,0.2690602
343,0.014955688,0.0032474706,0.33988005,0.3576991,0.2842177
344,0.8223524,0.00074045634,0.011781917,0.06620065,0.09892454
345,0.71622556,0.0012552689,0.01228779,0.1103318,0.15989958
346,0.34805483,0.002775317,0.034893464,0.2940646,0.32021174
347,0.25676784,0.0007262957,0.05189953,0.39288157,0.29772478
348,0.03454555,0.009489423,0.098368295,0.0033502418,0.85424644
349,0.09445987,0.0010566964,0.04065738,0.7630242,0.100801855
350,0.37078363,0.007793997,0.27557576,0.1615108,0.18433584
351,0.70835215,0.0010090278,0.006604772,0.101681635,0.18235244
352,0.006725902,0.014139736,0.1827425,0.0062971623,0.7900947
353,0.21931382,0.002122934,0.06382732,0.6099656,0.104770325
354,0.65087646,0.002734739,0.0009021963,0.003125323,0.34236124
355,0.6590354,0.0007316963,0.015417451,0.15488125,0.16993426
356,0.013967658,0.6386974,0.12704298,0.000176217,0.22011578
357,0.45768234,0.0011319706,0.0059034363,0.114458494,0.42082372
358,0.5289475,0.002629676,0.0039427048,0.13747865,0.32700148
359,0.3855757,0.018724218,0.040653367,0.005096359,0.54995036
360,0.64396936,0.0009541527,0.0057100747,0.067181855,0.28218457
361,0.7178843,0.0017003635,0.0037794826,0.00071481004,0.27592102
362,0.02442929,0.002169594,0.16159657,0.17693606,0.6348685
363,0.16178046,0.0012925785,0.037297174,0.5358854,0.26374438
364,0.81266946,0.010289106,0.007788401,0.001331664,0.16792136
365,0.44825485,0.0015278785,0.05141088,0.10960021,0.38920614
366,0.01107323,0.004946201,0.48309296,0.010491847,0.49039575
367,0.622202,0.0010594726,0.008464412,0.12135321,0.24692096
368,0.13875313,0.0021949077,0.19901116,0.5928162,0.0672246
369,0.0015239373,0.0033077837,0.10850555,0.0016551763,0.88500756
370,0.5934418,0.00014877807,0.009493361,0.22174753,0.1751685
371,0.5392247,0.00047044636,0.032464392,0.16523145,0.26260903
372,0.60060245,0.00082713,0.01414776,0.3419207,0.042502012
373,0.9712071,0.00025847185,0.0011401344,0.021701818,0.0056925067
374,0.26578462,0.0008905224,0.08586337,0.35061994,0.29684156
375,0.002470204,0.007922773,0.1658741,0.0055003595,0.8182326
376,0.24995919,0.0026077577,0.03996141,0.5895354,0.117936224
377,0.29050583,0.00024659908,0.057065807,0.17191951,0.48026225
378,0.7416847,0.00080622087,0.008987172,0.21130458,0.037217367
379,0.40490484,0.0012413119,0.008481216,0.18614353,0.39922905
380,0.13597071,0.018074758,0.051615905,0.0076385573,0.78670007
381,0.95030075,0.00097296585,0.000763212,0.004871886,0.043091144
382,0.067494966,0.03476574,0.10728501,0.011743853,0.7787104
383,0.031293087,0.1212411,0.07508014,0.0049243546,0.76746136
384,0.008054201,0.004663748,0.2580234,0.0234212,0.7058375
385,0.43695205,0.0017751273,0.0088035455,0.45779324,0.09467607
386,0.11195038,0.0010731961,0.040948514,0.6503714,0.19565657
387,0.0005600634,0.011130701,0.032182895,0.00041910584,0.9557072
388,0.67485267,0.0011905184,0.0023328087,0.19962089,0.122003175
389,0.9299571,0.000567126,0.002134751,0.01728063,0.050060388
390,0.97060555,0.00080642133,0.0015620204,0.006660855,0.020365113
391,0.037448026,0.002826004,0.3524362,0.31045842,0.29683137
392,0.0004605305,0.0018109812,0.13087939,0.0059538423,0.8608952
393,0.9707545,0.00037249818,0.0008858667,0.0073118974,0.020675259
394,0.061308574,0.008945624,0.049275555,0.004827927,0.87564236
395,0.19658223,0.0016312,0.052165527,0.49450508,0.25511593
396,0.12044699,0.0033423514,0.16438307,0.5770359,0.13479167
397,0.026092729,0.0031084216,0.19915894,0.2726077,0.49903223
398,0.6037503,0.021878682,0.048824344,0.0036228762,0.32192382
399,0.6592331,0.00021772385,0.0022607325,0.24600102,0.092287436
400,0.9121307,0.0049198177,0.0027362392,0.011705747,0.06850751
401,0.93935096,0.0007577427,0.0014275326,0.007489298,0.05097444
402,0.64801925,0.00049659394,0.0037431903,0.1579909,0.18975008
403,0.5513706,0.00028161347,0.0111434525,0.38233253,0.05487177
404,0.036970414,0.09062863,0.13246605,0.0046246867,0.7353102
405,0.23069979,0.00029733116,0.002936387,0.10775271,0.65831375
406,0.30124176,0.0021544388,0.06845469,0.44617835,0.18197075
407,0.62434936,0.0012878795,0.0075048637,0.016602628,0.35025528
408,0.102576695,0.0009621986,0.09466566,0.55295545,0.24884002
409,0.8668713,0.00039265284,0.0016461593,0.050380513,0.08070935
410,0.00027755293,0.005674986,0.027698424,0.0049977805,0.9613513
411,0.16159868,0.008248586,0.03790205,0.58361804,0.20863263
412,0.88982624,0.002459558,0.0028389997,0.0045296643,0.100345604
413,0.5857734,0.0009848787,0.018241376,0.21916157,0.17583877
414,0.9699461,0.0004990891,0.0014689523,0.0062956344,0.021790164
415,0.2666638,0.0005108576,0.053559802,0.4564498,0.22281572
416,0.99052495,0.00014107872,0.0005076507,0.006567769,0.0022586128
417,0.65233433,0.00047947053,0.019403785,0.27388483,0.053897593
418,0.26890218,0.0009755746,0.027636655,0.28801912,0.4144664
419,0.9427008,0.0009799835,0.0019283498,0.026288358,0.028102541
420,0.53364295,0.00035498702,0.020943787,0.32802397,0.11703431
