ID,y
1024,96.609344
1025,81.631714
1027,97.34485
1028,107.35542
1029,94.986206
1030,95.811455
1033,113.64436
1036,100.87726
1037,110.53311
1038,95.46329
1042,94.81705
1043,102.646194
1044,94.78475
1045,113.111115
1047,114.6644
1050,96.4911
1051,108.09651
1054,95.5423
1056,96.62304
1057,93.19824
1059,97.57568
1062,108.04342
1063,99.50974
1064,96.62304
1066,93.80293
1070,102.66757
1076,111.84943
1077,100.75313
1078,113.707954
1080,110.8419
1082,109.89176
1083,97.04004
1089,109.10078
1091,97.21446
1093,93.24462
1097,95.51179
1099,92.21928
1101,96.70491
1103,98.660675
1104,111.56252
1106,107.60546
1109,91.8982
1110,107.6709
1111,101.80503
1112,108.47847
1114,94.01668
1116,103.56139
1117,105.95668
1120,96.29917
1124,113.503296
1125,92.05276
1126,109.26919
1134,111.99133
1137,93.98924
1138,113.12863
1144,111.27711
1145,100.09166
1146,94.34772
1148,96.99622
1150,96.47193
1152,104.62439
1153,98.793335
1154,103.84682
1155,94.76951
1157,100.2285
1162,94.81705
1165,113.29477
1166,95.057785
1167,99.51513
1168,97.15939
1169,104.18589
1171,115.38806
1172,95.17482
1173,104.18589
1174,92.77518
1176,99.102554
1177,107.67645
1178,93.18398
1182,111.94753
1186,97.31143
1187,104.07614
1188,93.74065
1189,120.57129
1191,109.035126
1192,94.87599
1197,110.70789
1198,91.7155
1200,78.72951
1201,95.08199
1203,96.06393
1209,116.18616
1214,108.56213
1218,111.792206
1222,94.57448
1226,95.85025
1228,94.99666
1230,93.27338
1232,81.99397
1233,104.77455
1236,114.37819
1238,95.78963
1241,111.279434
1244,104.616974
1246,94.12218
1247,110.831894
1250,105.24392
1251,92.451294
1254,110.15262
1255,96.123886
1256,110.763084
1257,93.61544
1258,98.10784
1259,110.97198
1260,98.45013
1263,111.26986
1267,78.53073
1268,104.57611
1271,94.78443
1272,107.93327
1274,109.62329
1275,94.81705
1276,108.11025
1277,93.29903
1279,94.34772
1281,99.44738
1282,93.74065
1283,113.13675
1285,107.62777
1286,93.99972
1289,112.56104
1296,107.53793
1299,96.42071
1301,97.49453
1306,95.147896
1307,95.615005
1308,94.61097
1313,108.11025
1314,96.59481
1315,107.66684
1316,93.792435
1317,107.88059
1319,92.343544
1323,98.22797
1324,104.67306
1325,96.74665
1328,103.97436
1329,92.32785
1330,112.06355
1331,98.03289
1332,105.431
1337,96.099464
1338,107.62389
1339,92.52381
1340,110.589386
1343,112.58099
1347,114.24547
1348,94.22247
1349,103.35572
1352,94.38814
1354,98.285995
1359,107.3313
1360,98.42128
1363,107.88713
1364,97.3587
1365,102.87385
1366,99.37257
1372,100.51562
1375,105.96946
1376,93.18433
1378,96.76434
1379,112.29072
1380,97.05181
1381,104.30698
1384,111.95844
1387,96.51037
1388,113.968124
1392,79.6042
1394,106.11236
1395,97.32391
1396,111.12075
1398,98.7594
1399,111.12075
1400,98.53468
1401,94.25835
1403,96.38634
1404,113.032394
1406,111.12075
1407,93.68349
1408,111.47424
1410,79.25609
1412,111.24766
1413,94.81615
1415,96.12883
1420,111.47424
1422,111.72406
1423,105.198555
1424,111.47424
1425,97.879486
1426,79.25609
1427,96.1013
1429,94.05547
1430,111.49849
1431,98.12984
1432,103.44932
1434,110.34222
1437,94.88363
1438,104.82389
1440,107.84631
1441,112.95793
1442,93.26374
1444,107.72809
1445,96.29755
1446,103.45381
1448,91.68764
1453,95.88818
1454,111.22552
1455,95.00989
1456,105.041245
1458,111.20671
1459,94.26119
1461,94.64786
1465,96.51037
1466,112.59261
1469,98.329254
1472,95.88818
1474,95.94143
1477,109.00515
1479,101.956604
1482,97.25948
1483,82.9895
1487,97.39003
1488,111.221405
1490,112.03378
1492,103.358376
1494,120.65093
1496,102.621475
1497,97.77818
1499,95.314316
1502,95.638794
1507,112.57747
1508,94.38814
1509,101.741234
1511,93.291214
1512,107.00769
1513,112.872574
1514,104.84751
1518,111.21446
1519,93.061424
1522,112.47341
1524,78.71351
1527,93.25702
1529,93.508965
1532,101.177505
1536,111.314735
1537,116.18029
1539,104.043564
1542,111.02184
1543,93.44108
1544,105.48362
1545,91.60489
1550,93.537025
1551,109.33433
1554,106.30667
1556,104.5957
1559,93.90618
1560,79.81389
1562,100.032104
1566,93.260086
1567,111.15659
1569,102.93661
1570,108.51014
1571,113.15534
1574,94.38814
1578,103.612045
1580,95.73642
1583,104.79267
1584,94.38814
1585,105.76404
1586,97.86775
1587,113.49559
1588,93.4984
1590,110.11035
1592,103.34559
1596,112.937614
1598,113.72484
1599,93.9218
1604,114.83481
1606,101.861374
1607,94.77548
1608,103.96843
1609,115.34805
1611,93.89786
1613,94.85515
1616,94.664566
1619,111.3396
1620,94.15497
1621,112.42578
1622,93.91409
1625,109.69275
1627,115.34805
1629,107.75789
1634,94.51467
1636,93.70533
1638,101.65833
1639,92.3602
1641,96.10184
1643,97.090965
1644,101.48154
1645,121.23044
1646,94.77823
1647,105.95768
1648,95.85711
1652,95.08472
1653,112.97908
1656,105.40016
1658,93.90246
1659,106.00408
1661,101.044304
1663,94.77548
1664,111.34248
1665,94.925835
1666,104.61939
1667,103.96231
1668,80.602554
1669,104.19153
1670,97.176605
1672,113.385956
1674,111.59561
1677,111.39651
1678,95.43889
1679,110.35219
1680,94.532364
1683,107.39016
1686,104.583115
1687,111.75483
1689,108.290596
1690,92.869385
1691,115.60242
1692,113.882
1693,94.38814
1695,98.193
1696,95.919014
1697,106.96983
1700,104.61408
1701,96.88588
1702,113.60192
1703,94.075836
1704,108.72449
1706,95.780235
1707,114.356834
1708,96.23612
1710,96.58109
1711,100.96146
1713,101.563385
1717,105.94818
1719,103.612045
1720,94.05364
1722,98.35217
1725,104.124916
1726,96.26698
1727,103.38691
1729,113.886986
1730,95.05159
1731,113.251495
1733,104.61085
1734,97.397964
1735,111.82345
1738,94.8078
1742,98.42135
1745,111.60393
1747,97.14802
1749,94.78275
1751,95.91598
1752,79.34707
1753,102.99346
1754,97.06106
1755,94.53565
1756,106.450775
1758,115.37035
1759,94.90585
1760,104.12323
1761,111.82391
1762,92.64198
1763,108.24482
1764,99.73419
1766,96.95136
1768,97.93968
1769,80.15041
1771,108.7957
1772,94.68445
1773,108.626
1774,105.23636
1775,108.512
1777,113.69736
1779,94.90585
1780,108.99632
1787,94.02554
1788,93.210785
1790,96.752686
1796,110.81707
1801,92.40356
1803,96.13554
1807,111.69678
1809,107.450264
1812,99.422516
1813,109.55129
1814,95.84163
1815,112.24782
1816,94.91526
1818,93.18549
1820,91.795334
1821,114.531815
1822,95.79574
1825,94.26702
1826,103.94203
1828,95.956276
1831,103.405464
1836,110.37535
1837,93.81505
1841,95.82249
1844,102.87529
1848,93.86104
1851,103.78999
1852,97.26799
1853,93.73605
1854,109.68043
1856,104.383865
1859,107.569855
1860,95.506996
1861,80.72296
1863,108.79534
1865,97.125336
1866,102.0953
1867,98.047874
1868,93.84305
1872,98.03198
1879,96.62115
1880,103.11162
1882,95.037506
1885,107.169624
1887,105.04572
1888,98.817116
1890,105.52599
1894,95.096344
1895,100.641174
1896,98.451164
1897,106.701
1900,106.23855
1901,93.7064
1902,109.764626
1905,92.65052
1906,114.90413
1912,103.352585
1915,96.18841
1916,101.7933
1917,92.05367
1918,101.25091
1920,80.78386
1923,96.546486
1924,108.88965
1925,96.64524
1930,115.33544
1932,110.806076
1933,94.71987
1934,107.14142
1935,93.73285
1940,78.66199
1941,94.8672
1942,110.8461
1943,95.75011
1944,93.25318
1945,111.68065
1948,116.15993
1949,92.18033
1952,101.327705
1954,94.395
1955,111.51331
1958,91.71723
1959,81.84649
1960,108.33998
1963,95.94
1965,99.6233
1968,105.87665
1969,97.188065
1971,96.15351
1972,109.765594
1973,94.227844
1975,92.80671
1977,97.964424
1978,95.06008
1979,111.973946
1981,93.49818
1982,109.62787
1987,112.58242
1988,93.20862
1993,101.11087
1997,94.88378
1999,95.80552
2001,94.81376
2002,111.3141
2003,92.34808
2004,80.99018
2006,111.42901
2007,94.318504
2009,104.2722
2010,98.062004
2013,99.277435
2018,79.82784
2022,103.3408
2024,112.30538
2025,95.912
2026,105.47521
2030,104.43524
2031,96.3263
2032,103.3467
2033,95.86952
2035,93.644516
2036,110.8558
2037,93.00823
2040,95.583855
2043,108.48084
2044,108.87799
2046,99.76871
2054,106.70636
2055,96.59497
2056,108.93053
2059,92.67324
2060,93.54366
2062,98.35216
2063,103.22919
2066,95.07098
2067,111.88321
2072,96.59823
2073,105.42074
2074,98.65465
2075,112.07679
2076,94.25058
2080,93.15756
2082,93.541565
2085,109.09816
2087,105.97039
2091,109.45676
2092,96.106224
2093,108.93053
2098,97.67642
2101,108.27144
2102,93.13634
2103,78.65788
2105,101.18172
2106,94.72781
2107,109.72566
2110,94.654335
2114,95.314415
2115,107.89035
2117,86.11522
2118,98.37
2119,102.02604
2120,96.07746
2122,96.31829
2123,110.875824
2126,95.96198
2127,105.326035
2128,96.08818
2129,113.653046
2132,99.910286
2135,105.068245
2138,98.25187
2139,115.357
2141,109.149055
2142,97.91619
2146,101.641624
2151,114.6898
2157,104.99408
2159,116.44154
2162,95.04489
2164,116.11058
2167,95.76138
2168,113.01085
2171,96.057594
2173,96.05542
2174,103.21397
2175,92.3092
2178,93.1744
2180,94.839554
2185,109.52751
2189,97.07015
2190,111.82339
2192,103.8141
2194,111.65575
2200,108.44526
2201,92.65451
2203,113.854774
2204,93.00472
2205,111.69646
2209,111.26819
2213,102.319084
2214,95.84155
2215,110.59697
2216,92.59039
2218,95.31794
2219,101.76998
2220,98.52727
2222,93.54643
2223,112.228905
2225,107.61938
2226,95.278854
2230,97.44888
2233,111.80659
2234,112.66317
2235,92.9936
2236,79.73523
2237,93.401924
2240,115.57507
2241,94.64768
2248,103.25116
2249,102.75841
2250,107.06091
2252,112.55116
2253,93.57796
2254,109.41115
2256,80.160446
2258,97.37224
2259,108.18815
2262,95.366684
2265,94.82312
2266,107.47178
2269,105.194626
2271,99.791046
2273,93.37364
2274,108.1778
2275,92.88837
2277,97.1957
2279,92.9936
2280,79.95371
2282,94.859085
2283,101.52135
2288,93.29917
2289,106.1235
2291,96.913666
2292,115.125885
2297,98.11588
2298,107.955
2299,102.613846
2300,111.67353
2301,91.56037
2304,96.95183
2305,104.627975
2306,95.366684
2308,94.59223
2309,106.678955
2311,108.16809
2312,106.58637
2316,102.291595
2321,101.129524
2322,109.107735
2325,104.83284
2326,96.873215
2329,115.22579
2330,97.18084
2331,102.10581
2332,111.426865
2333,95.31934
2334,104.49266
2335,110.60324
2337,112.81647
2338,94.947914
2340,111.426865
2342,104.36682
2345,93.89146
2349,100.95111
2351,79.59898
2352,96.25889
2354,111.49127
2355,112.85319
2357,107.60915
2358,105.075966
2360,94.49644
2361,111.49127
2364,93.168465
2366,100.34009
2369,102.13512
2370,95.987236
2371,111.54407
2373,110.88806
2374,100.51922
2376,113.13616
2378,108.130104
2382,98.25335
2383,91.91179
2386,103.28175
2387,97.70026
2389,96.552124
2390,104.21538
2392,96.66058
2398,111.38815
2399,95.85238
2400,95.716896
2401,107.67284
2402,95.582924
2404,95.882126
2407,110.3725
2408,105.27562
2409,105.86102
2412,83.19524
2413,97.99736
2415,95.98789
2420,111.46326
2422,100.43871
2423,102.59108
2426,92.75684
2432,95.994736
2434,95.163864
2435,102.26531
2436,105.50595
2438,107.6923
2440,108.910576
2443,99.359276
2444,92.29179
2447,103.26447
2450,98.51624
2454,96.96171
2455,112.09265
2459,95.314285
2460,108.7717
2463,98.973175
2465,94.768456
2468,79.38025
2469,92.40556
2474,93.352806
2478,95.27176
2480,93.39914
2481,115.53932
2489,94.92261
2490,104.71461
2492,94.01528
2496,95.30712
2497,114.53489
2500,95.84689
2505,95.72735
2507,95.5634
2508,111.67305
2509,96.52789
2510,78.03842
2513,92.79318
2515,94.92261
2518,91.91116
2519,103.402145
2520,91.91116
2521,107.794304
2523,104.97838
2525,95.16626
2529,111.98669
2530,92.39084
2533,105.66899
2535,93.880226
2538,101.45137
2544,105.92009
2553,109.78623
2556,95.47364
2558,93.19341
2559,116.220924
2560,95.84876
2561,110.939285
2562,95.049614
2563,105.26128
2564,95.230194
2565,112.1201
2567,106.520996
2572,95.001816
2575,96.97135
2576,113.50941
2577,94.655876
2578,93.694275
2579,110.478745
2580,94.36157
2582,108.95421
2583,96.9656
2587,97.76684
2589,111.55939
2590,94.81519
2591,111.99104
2594,93.37975
2597,97.82701
2598,105.00892
2599,95.89193
2600,103.14231
2602,106.906075
2603,95.00098
2604,106.3203
2606,112.471054
2607,79.52069
2608,96.647606
2613,111.6614
2614,94.40874
2615,111.592896
2617,113.85013
2620,96.49008
2623,108.937065
2624,94.41794
2627,111.65817
2629,79.370804
2630,95.23654
2632,97.45951
2636,93.62135
2639,98.205536
2640,105.53933
2642,111.923485
2644,105.043755
2646,112.35668
2647,93.19617
2649,94.92265
2650,109.62519
2652,104.55426
2653,100.1804
2655,106.95096
2657,111.36945
2659,110.97259
2662,91.78015
2663,115.56119
2664,93.75243
2665,103.48013
2670,96.57489
2671,106.74759
2672,99.41925
2675,104.55426
2677,106.58638
2679,111.2623
2683,111.953705
2684,95.03554
2685,101.370834
2688,104.434586
2689,95.94933
2690,102.63109
2693,94.45091
2694,113.134674
2697,104.13578
2699,95.433
2703,97.35476
2705,105.23711
2709,82.32027
2710,94.443146
2711,107.11979
2712,98.946686
2713,101.84035
2714,112.68855
2715,97.32491
2717,92.976555
2718,117.32926
2720,108.942474
2721,94.77343
2726,93.32135
2728,95.12658
2731,101.22284
2732,111.54238
2734,101.073875
2736,103.408615
2737,97.6138
2738,103.109764
2739,115.99993
2746,95.53071
2749,103.86524
2751,121.19195
2752,100.1176
2753,94.92833
2757,104.38682
2758,95.88558
2759,109.47658
2760,96.35033
2762,110.53731
2764,91.99099
2765,106.06114
2769,110.47506
2771,113.515564
2774,95.42332
2776,95.4073
2777,107.785576
2778,93.725876
2779,110.62321
2782,92.92809
2784,95.16278
2787,96.392105
2789,94.19502
2792,96.53931
2798,97.02289
2799,105.47717
2800,98.03814
2801,82.057976
2802,97.90803
2804,95.673515
2807,102.85401
2808,96.396324
2809,114.910324
2811,112.65989
2812,95.10348
2814,93.77347
2816,95.46119
2817,106.328804
2818,105.106094
2820,109.126724
2821,85.258286
2822,94.11246
2823,109.39281
2824,94.98844
2826,95.34123
2829,93.35036
2834,95.135574
2835,82.175064
2838,99.340805
2839,112.033516
2840,91.55343
2841,108.790886
2842,95.415405
2846,112.73529
2848,96.9203
2849,91.487724
2850,112.61165
2851,94.80076
2853,96.56829
2854,111.835655
2858,110.757614
2861,98.10131
2864,93.87512
2865,115.56119
2866,113.487045
2867,91.73496
2868,114.076294
2870,112.44928
2877,98.45806
2878,111.57375
2880,113.04506
2882,79.69928
2883,97.0633
2884,103.920654
2885,97.302895
2887,94.776794
2888,108.34933
2889,96.17982
2890,105.222496
2891,107.6843
2892,116.49357
2893,94.85666
2898,110.12175
2899,94.813675
2900,106.95586
2901,93.49992
2909,97.06615
2910,106.76384
2911,112.460495
2913,110.063805
2914,101.373985
2918,95.21274
2919,108.490685
2920,95.05139
2921,111.57375
2922,93.5332
2923,101.15312
2925,111.03749
2926,91.735825
2927,111.73796
2929,111.21512
2933,94.5002
2934,108.64422
2936,108.60373
2941,101.272224
2942,94.43847
2943,107.986534
2945,100.82996
2950,93.01206
2951,113.80119
2953,111.95348
2954,98.18068
2955,101.22724
2956,97.5403
2960,99.02482
2962,95.10734
2963,105.34985
2964,104.629555
2966,79.768036
2967,95.22174
2968,105.84502
2969,92.81606
2971,95.51489
2972,97.22891
2974,93.20302
2975,112.107475
2977,120.47328
2980,107.315704
2981,92.70166
2983,98.8506
2984,105.36969
2985,115.26657
2986,105.62889
2987,97.22891
2989,97.8912
2990,114.016525
2991,97.206795
2992,80.14687
2995,104.13747
2996,99.287415
3002,111.76011
3004,112.78866
3005,115.1587
3006,96.53965
3010,93.78085
3011,104.66297
3014,91.69839
3015,93.91357
3016,94.60831
3017,105.99222
3018,92.60181
3021,101.79459
3024,104.9924
3028,95.304115
3030,93.46092
3032,94.833916
3039,98.52739
3040,100.03154
3041,103.8274
3043,97.39411
3044,111.79548
3046,105.21312
3055,93.30758
3056,111.71572
3058,93.75812
3059,108.030914
3061,116.42098
3063,106.07434
3066,95.33689
3067,104.9924
3068,80.2386
3069,94.76526
3072,112.46592
3073,113.23519
3074,98.06305
3077,92.89375
3082,95.227356
3084,104.13426
3085,107.66377
3088,105.049706
3091,92.86495
3092,108.03703
3093,98.43012
3094,101.35797
3096,107.14718
3097,94.666695
3098,79.86981
3102,113.46007
3106,94.56273
3109,95.472946
3111,95.028694
3112,115.1444
3113,94.21602
3115,96.60729
3116,109.224686
3117,94.2843
3121,102.56918
3122,94.579155
3123,95.92668
3124,103.970894
3125,94.60831
3126,101.3004
3127,115.76948
3129,93.1407
3130,112.409645
3132,102.78079
3134,102.73996
3135,97.1831
3137,82.09094
3138,98.47873
3140,103.77272
3144,107.787125
3145,93.70424
3146,111.3438
3147,94.00236
3148,100.844635
3149,101.288216
3150,111.48182
3151,94.27577
3152,97.7712
3155,105.32442
3156,112.34867
3159,93.87328
3161,97.962715
3162,104.75087
3163,97.35263
3165,102.61437
3172,96.37533
3173,104.3908
3176,98.958
3177,106.00573
3179,112.11361
3183,94.07822
3186,96.10636
3187,105.96592
3189,109.158066
3190,104.407486
3192,115.76948
3193,96.37533
3194,107.378136
3197,94.80063
3198,96.183334
3200,93.0872
3201,114.35971
3202,96.183334
3204,95.44338
3205,92.739426
3206,112.04022
3208,103.5787
3210,101.84704
3211,96.11102
3212,116.42098
3213,95.73864
3214,104.53603
3216,105.19365
3219,92.04245
3220,107.39613
3221,94.16782
3226,108.87213
3227,97.32332
3228,108.56102
3229,95.92897
3232,78.56622
3233,92.150826
3234,95.734856
3236,97.93905
3238,111.28066
3239,105.68766
3240,93.06239
3247,111.89636
3249,102.86356
3252,115.2183
3253,98.19817
3254,104.66995
3255,93.57107
3256,112.175064
3257,102.79418
3262,97.54609
3263,104.58788
3264,97.56325
3266,109.203156
3267,103.07306
3269,97.69372
3272,116.39121
3274,94.75041
3275,109.15159
3277,97.9664
3279,101.90413
3280,108.37097
3283,102.226
3285,94.66524
3287,101.122665
3288,104.95295
3290,100.68681
3291,93.34698
3298,112.70445
3299,93.91056
3302,111.32702
3303,94.64571
3304,103.17081
3307,96.42464
3309,95.00366
3314,80.29501
3316,112.8623
3317,95.560036
3319,94.49149
3320,110.416824
3321,95.61738
3322,100.36144
3324,91.31246
3326,94.801674
3329,106.21935
3330,94.58137
3331,111.65578
3335,116.3693
3337,95.26906
3338,102.933685
3339,97.394485
3340,110.03137
3341,93.54654
3343,93.53294
3346,92.919914
3348,94.41659
3351,104.93895
3352,115.670715
3355,94.16198
3356,111.39592
3358,103.40019
3359,97.08525
3360,107.22563
3371,107.39619
3372,94.71146
3374,95.60088
3377,107.50101
3378,92.64704
3380,108.444756
3382,97.64762
3386,94.87626
3389,107.6205
3391,102.43186
3393,98.39702
3394,101.70131
3395,92.441444
3397,111.73194
3398,95.83863
3399,81.16112
3400,96.01848
3404,101.00408
3407,108.58371
3409,99.880165
3419,98.06141
3421,93.97444
3425,93.29604
3427,83.49968
3428,115.4361
3429,114.46287
3431,92.8478
3435,94.86598
3436,110.17795
3439,97.32902
3441,97.05528
3442,115.4361
3443,97.49696
3444,106.49913
3445,93.42182
3446,101.995575
3449,93.41661
3453,94.86482
3457,95.18556
3460,105.120316
3461,96.88681
3462,96.084785
3464,106.072105
3465,80.27148
3466,96.80273
3467,105.22354
3468,95.58802
3469,103.87474
3470,100.34703
3472,111.67005
3473,94.758095
3475,93.34093
3476,114.632965
3478,107.70199
3479,94.71017
3483,93.80284
3484,105.860245
3485,97.08998
3487,92.961586
3488,109.76477
3496,109.50183
3497,99.13108
3499,97.81017
3500,79.89789
3501,97.19822
3504,96.305954
3508,108.7707
3511,94.84113
3512,109.6721
3515,92.450294
3517,94.699684
3518,99.620155
3526,111.36474
3528,118.2844
3529,99.21258
3530,112.22892
3531,93.51486
3532,102.671036
3533,95.13379
3534,94.186676
3535,78.87886
3536,92.68581
3537,112.68171
3538,94.356255
3539,106.11158
3540,99.14995
3545,113.59363
3546,93.18758
3550,102.449776
3551,94.69482
3553,95.76114
3554,105.120316
3557,93.290855
3558,108.61229
3559,93.45328
3561,95.83041
3562,111.7241
3563,94.34024
3564,104.93895
3565,93.43233
3567,94.55319
3571,104.93134
3572,99.08829
3574,95.994865
3576,94.02156
3577,112.99321
3578,96.92745
3579,93.975525
3583,97.85087
3585,98.71763
3586,104.064186
3587,110.3332
3593,101.449265
3594,110.670074
3595,98.532265
3599,97.53818
3600,104.90438
3601,111.65139
3602,93.45328
3604,96.37553
3609,114.19114
3610,104.2986
3612,105.39274
